Время[c],Напряжение[В]
0.6590,1.3770
0.6595,1.3770
0.6600,1.3770
0.6606,1.3720
0.6611,1.3770
0.6616,1.3770
0.6621,1.3821
0.6627,1.3770
0.6632,1.3821
0.6637,1.3770
0.6642,1.3821
0.6647,1.3770
0.6653,1.3770
0.6658,1.3720
0.6663,1.3770
0.6668,1.3770
0.6674,1.3770
0.6679,1.3821
0.6684,1.3720
0.6689,1.3770
0.6695,1.3821
0.6700,1.3770
0.6705,1.3821
0.6710,1.3821
0.6716,1.3821
0.6721,1.3821
0.6726,1.3821
0.6731,1.3720
0.6736,1.3821
0.6742,1.3770
0.6747,1.3770
0.6752,1.3770
0.6758,1.3770
0.6763,1.3770
0.6768,1.3770
0.6773,1.3821
0.6778,1.3821
0.6784,1.3770
0.6789,1.3821
0.6794,1.3821
0.6799,1.3770
0.6805,1.3770
0.6810,1.3770
0.6815,1.3770
0.6820,1.3770
0.6826,1.3770
0.6831,1.3770
0.6836,1.3821
0.6841,1.3821
0.6846,1.3770
0.6852,1.3770
0.6857,1.3770
0.6862,1.3770
0.6867,1.3821
0.6873,1.3770
0.6878,1.3821
0.6883,1.3720
0.6888,1.3720
0.6894,1.3720
0.6899,1.3821
0.6904,1.3770
0.6909,1.3770
0.6914,1.3770
0.6920,1.3770
0.6925,1.3821
0.6930,1.3770
0.6935,1.3770
0.6941,1.3821
0.6946,1.3821
0.6951,1.3770
0.6956,1.3821
0.6962,1.3770
0.6967,1.3821
0.6972,1.3821
0.6977,1.3821
0.6982,1.3720
0.6988,1.3770
0.6993,1.3770
0.6998,1.3770
0.7003,1.3770
0.7009,1.3770
0.7014,1.3770
0.7019,1.3720
0.7024,1.3770
0.7030,1.3821
0.7035,1.3770
0.7040,1.3720
0.7045,1.3821
0.7051,1.3770
0.7056,1.3821
0.7061,1.3770
0.7066,1.3821
0.7071,1.3770
0.7077,1.3821
0.7082,1.3770
0.7087,1.3821
0.7092,1.3821
0.7098,1.3821
0.7103,1.3770
0.7108,1.3770
0.7113,1.3770
0.7119,1.3821
0.7124,1.3821
0.7129,1.3770
0.7134,1.3770
0.7140,1.3770
0.7145,1.3770
0.7150,1.3821
0.7155,1.3770
0.7160,1.3770
0.7166,1.3821
0.7171,1.3770
0.7176,1.3821
0.7181,1.3770
0.7187,1.3720
0.7192,1.3770
0.7197,1.3821
0.7202,1.3770
0.7207,1.3770
0.7213,1.3821
0.7218,1.3770
0.7223,1.3770
0.7228,1.3770
0.7234,1.3770
0.7239,1.3720
0.7244,1.3821
0.7249,1.3770
0.7255,1.3821
0.7260,1.3770
0.7265,1.3720
0.7270,1.3770
0.7276,1.3770
0.7281,1.3821
0.7286,1.3720
0.7291,1.3770
