Время[c],Напряжение[В]
0.6261,1.6242
0.6266,1.6141
0.6272,1.6242
0.6277,1.6242
0.6283,1.6242
0.6288,1.6141
0.6294,1.6242
0.6299,1.6242
0.6305,1.6242
0.6310,1.6242
0.6315,1.6191
0.6321,1.6191
0.6326,1.6242
0.6332,1.6242
0.6337,1.6191
0.6343,1.6242
0.6348,1.6191
0.6354,1.6191
0.6359,1.6242
0.6364,1.6242
0.6370,1.6242
0.6375,1.6242
0.6381,1.6191
0.6386,1.6191
0.6392,1.6191
0.6397,1.6242
0.6403,1.6242
0.6408,1.6191
0.6413,1.6191
0.6419,1.6242
0.6424,1.6191
0.6430,1.6191
0.6435,1.6191
0.6441,1.6242
0.6446,1.6191
0.6451,1.6191
0.6457,1.6242
0.6462,1.6242
0.6468,1.6242
0.6473,1.6242
0.6479,1.6191
0.6484,1.6191
0.6490,1.6191
0.6495,1.6191
0.6500,1.6191
0.6506,1.6191
0.6511,1.6242
0.6517,1.6141
0.6522,1.6141
0.6528,1.6191
0.6533,1.6191
0.6539,1.6191
0.6544,1.6242
0.6549,1.6191
0.6555,1.6242
0.6561,1.6242
0.6566,1.6242
0.6572,1.6191
0.6577,1.6191
0.6582,1.6191
0.6588,1.6191
0.6593,1.6242
0.6599,1.6191
0.6604,1.6242
0.6610,1.6191
0.6615,1.6191
0.6621,1.6141
0.6626,1.6242
0.6631,1.6242
0.6637,1.6191
0.6642,1.6191
0.6648,1.6242
0.6653,1.6191
0.6659,1.6242
0.6664,1.6191
0.6670,1.6242
0.6675,1.6191
0.6681,1.6242
0.6686,1.6242
0.6692,1.6242
0.6697,1.6242
0.6702,1.6191
0.6708,1.6242
0.6713,1.6242
0.6719,1.6242
0.6724,1.6242
0.6730,1.6191
0.6735,1.6191
0.6740,1.6242
0.6746,1.6191
0.6751,1.6242
0.6757,1.6141
0.6762,1.6242
0.6768,1.6242
0.6773,1.6242
0.6779,1.6191
0.6784,1.6242
0.6791,1.6242
0.6796,1.6242
0.6801,1.6191
0.6807,1.6242
0.6813,1.6242
0.6818,1.6242
0.6824,1.6242
0.6829,1.6191
0.6835,1.6242
0.6840,1.6242
0.6846,1.6191
0.6851,1.6242
0.6857,1.6191
0.6862,1.6242
0.6868,1.6242
0.6873,1.6191
0.6879,1.6242
0.6884,1.6141
0.6890,1.6191
0.6895,1.6191
0.6901,1.6242
0.6906,1.6242
0.6912,1.6191
0.6917,1.6242
0.6923,1.6242
0.6928,1.6191
0.6934,1.6242
0.6939,1.6191
0.6945,1.6242
0.6950,1.6191
0.6956,1.6191
0.6961,1.6191
0.6967,1.6191
0.6973,1.6242
0.6978,1.6191
0.6984,1.6191
0.6989,1.6191
0.6995,1.6141
0.7000,1.6242
0.7006,1.6191
0.7011,1.6191
0.7017,1.6242
0.7022,1.6242
0.7028,1.6242
0.7033,1.6242
0.7039,1.6242
0.7044,1.6191
0.7050,1.6242
0.7055,1.6191
0.7061,1.6242
0.7066,1.6191
0.7072,1.6242
0.7077,1.6242
0.7083,1.6191
0.7088,1.6191
0.7094,1.6242
0.7099,1.6242
0.7105,1.6191
0.7110,1.6242
0.7116,1.6141
0.7121,1.6141
0.7127,1.6191
0.7132,1.6191
0.7138,1.6191
0.7143,1.6242
0.7149,1.6191
0.7154,1.6141
0.7160,1.6242
0.7165,1.6191
0.7171,1.6191
0.7176,1.6242
0.7182,1.6242
0.7187,1.6191
0.7193,1.6191
0.7198,1.6242
0.7204,1.6242
0.7209,1.6242
0.7215,1.6191
0.7220,1.6191
0.7226,1.6191
0.7231,1.6242
0.7237,1.6242
0.7242,1.6141
0.7248,1.6242
0.7253,1.6191
0.7259,1.6191
0.7264,1.6242
0.7270,1.6242
0.7275,1.6242
0.7281,1.6242
0.7286,1.6191
0.7292,1.6191
0.7297,1.6191
0.7303,1.6191
0.7308,1.6242
0.7314,1.6242
0.7319,1.6191
0.7325,1.6242
0.7330,1.6242
0.7336,1.6191
0.7341,1.6191
0.7347,1.6191
0.7352,1.6242
0.7357,1.6191
0.7363,1.6191
0.7368,1.6242
0.7374,1.6191
0.7380,1.6191
0.7385,1.6242
0.7391,1.6191
0.7396,1.6191
0.7402,1.6191
0.7407,1.6242
0.7413,1.6191
0.7418,1.6242
0.7424,1.6141
